ID,Citation,URL,Common name,Data type,Measurement name,Measurement value,Measurement units,Measurement method,Measurement condition name,Measurement condition value,Measurement condition units,Measurement condition name,Measurement condition value,Measurement condition units,Measurement condition name,Measurement condition value,Measurement condition units,
2,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,1.52,,,Relative to,air,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetanilide,Experimental,Boiling point,304,$^{\circ}$C,,,,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,174,$^{\circ}$C,,,,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,546,$^{\circ}$C,,,,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,114,$^{\circ}$C,,,,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,1.21,,,,,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,4.7,,,Relative to,air,,,,,,,,
3,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor pressure,1,mm Hg,,Temperature,114,$^{\circ}$C,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetic acid,Experimental,Boiling point,118,$^{\circ}$C,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flammable limits,4-16,%,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,43,$^{\circ}$C,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,426,$^{\circ}$C,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,17,$^{\circ}$C,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,infinite,,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,1.05,,,,,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,2.1,,,Relative to,air,,,,,,,,
4,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor pressure,11.4,mm Hg,,Temperature,20,$^{\circ}$C,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetic anhydride,Experimental,Boiling point,140,$^{\circ}$C,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flammable limits,4-18,%,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,54,$^{\circ}$C,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,385,$^{\circ}$C,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,-73,$^{\circ}$C,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,infinite,,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,1.08,,,,,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,3.5,,,Relative to,air,,,,,,,,
5,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor pressure,10,mm Hg,,Temperature,36,$^{\circ}$C,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetone,Experimental,Boiling point,56,$^{\circ}$C,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flammable limits,13-3,%,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,-18,$^{\circ}$C,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,538,$^{\circ}$C,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,-94,$^{\circ}$C,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,infinite,,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,0.79,,,,,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,2,,,Relative to,air,,,,,,,,
6,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor pressure,400,mm Hg,,Temperature,40,$^{\circ}$C,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetone cyanohydrin,Experimental,Boiling point,82,$^{\circ}$C,,,,,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,74,$^{\circ}$C,,,,,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,688,$^{\circ}$C,,,,,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,-19,$^{\circ}$C,,,,,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,>50,g/100 g,,note,very soluble,,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,0.93,,,,,,,,,,,,
7,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,2.9,,,Relative to,air,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetonitrile,Experimental,Boiling point,80,$^{\circ}$C,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flammable limits,4-16,%,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,6,$^{\circ}$C,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,524,$^{\circ}$C,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,-45,$^{\circ}$C,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,infinite,,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,0.79,,,,,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,1.4,,,Relative to,air,,,,,,,,
8,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor pressure,100,mm Hg,,Temperature,27,$^{\circ}$C,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetyl chloride,Experimental,Boiling point,51,$^{\circ}$C,,,,,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,4,$^{\circ}$C,,,,,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,390,$^{\circ}$C,,,,,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,-112,$^{\circ}$C,,,,,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,decomposes,,,,,,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,1.1,,,,,,,,,,,,
9,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,2.7,,,Relative to,air,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetylene,Experimental,Boiling point,-83,$^{\circ}$C,,,,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flammable limits,3-82,%,,,,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,300,$^{\circ}$C,,,,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,<5,g/100 g,,note,slightly soluble,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,0.91,,,,,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,0.9,,,Relative to,air,,,,,,,,
10,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor pressure,40,atm,,Temperature,17,$^{\circ}$C,,,,,,,
11,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acetyl peroxide,Experimental,Boiling point,63,$^{\circ}$C,,Notes,explodes,,,,,,,,
11,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,113,$^{\circ}$C,open cup,,,,,,,,,,
11,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,30,$^{\circ}$C,,,,,,,,,,,
11,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,<5,g/100 g,,note,slightly soluble,,,,,,,,
11,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,1.2,,,,,,,,,,,,
11,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,4.07,,,Relative to,air,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,Acrolein,Experimental,Boiling point,53,$^{\circ}$C,,,,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flammable limits,3-31,%,,,,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Flash point,-26,$^{\circ}$C,,,,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Ignition temperature,278,$^{\circ}$C,,,,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Melting point,-87,$^{\circ}$C,,,,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Solubility in water,>50,g/100 g,,note,very soluble,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Specific gravity,0.84,,,,,,,,,,,,
12,"Mumford, C. J. and P. A. Carson. Hazardous Chemicals Handbook, 2nd Edition. Oxford: Butterworth-Heinemann, 2002.",http://www.amazon.com/Hazardous-Chemicals-Handbook-Second-Edition/dp/0750648880,,Experimental,Vapor density,1.9,,,Relative to,air,,,,,,,,
